"c..Marco.Buschmann....Hakan.Demir....Hubertus.Heil....Marie.Agnes.Strack.Zimmermann...","c...FDP.....SPD.....SPD.....FDP.....AfD.....FDP.....Bündnis.90.Die.Grünen...","c..Bundestag....Bundestag....Bundestag....Bundestag....Bundestag...","c..https...www.abgeordnetenwatch.de..profile.marco.buschmann..."
"Alois Rainer"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/alois-rainer"
"Dieter Janecek"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/dieter-janecek"
"Tim Klüssendorf"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/tim-kluessendorf"
"Elisabeth Winkelmeier-Becker"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/elisabeth-winkelmeier-becker"
"Edgar Franke"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/edgar-franke"
"Philip Krämer"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/philip-kraemer"
"Annika Klose"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/annika-klose"
"Alois Rainer"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/alois-rainer"
"Andreas Schwarz"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/andreas-schwarz"
"Maria Klein-Schmeink"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/maria-klein-schmeink"
"Leni Breymaier"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/leni-breymaier"
"Bruno Hönel"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/bruno-hoenel"
"Georg Kippels"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/georg-kippels"
"Claudia Tausend"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/claudia-tausend"
"Lukas Benner"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/lukas-benner"
"Esra Limbacher"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/esra-limbacher"
"Niels Annen"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/niels-annen"
"Christian Ehler"," CDU","EU-Parlament","https://www.abgeordnetenwatch.de//profile/christian-ehler"
"Gesine Lötzsch"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/gesine-loetzsch"
"Wolfgang Kubicki"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/wolfgang-kubicki"
"Bernd Riexinger"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/bernd-riexinger"
"Manuela Rottmann"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/manuela-rottmann"
"Bernd Reuther"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/bernd-reuther"
"Nicole Westig"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/nicole-westig"
"Gülistan Yüksel"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/guelistan-yueksel"
"Sandra Bubendorfer-Licht"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/sandra-bubendorfer-licht"
"Anikó Glogowski-Merten"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/aniko-glogowski-merten"
"Jürgen Hardt"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-hardt"
"Jutta Paulus"," Bündnis 90/Die Grünen","EU-Parlament","https://www.abgeordnetenwatch.de//profile/jutta-paulus"
"Carsten Brodesser"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/carsten-brodesser"
"Andreas Larem"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/andreas-larem"
"Martin Häusling"," Bündnis 90/Die Grünen","EU-Parlament","https://www.abgeordnetenwatch.de//profile/martin-haeusling"
"Ali Al-Dailami"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/ali-al-dailami"
"Erik von Malottki"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/erik-von-malottki"
"Edgar Naujok"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/edgar-naujok"
"Jens Beeck"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-beeck"
"Anja Schulz"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/anja-schulz"
"Sascha Müller"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/sascha-mueller-0"
"Axel Voss"," CDU","EU-Parlament","https://www.abgeordnetenwatch.de//profile/axel-voss"
"Bernhard Daldrup"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/bernhard-daldrup"
"Gabriela Heinrich"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/gabriela-heinrich"
"Birgit Sippel"," SPD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/birgit-sippel"
"Matthias Hauer"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/matthias-hauer"
"Daniela Kluckert"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/daniela-kluckert"
"Markus Hümpfer"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/markus-huempfer"
"Achim Post"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/achim-post"
"Michael Thews"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-thews"
"Ivo Teichmann"," Bündnis Deutschland","Sachsen","https://www.abgeordnetenwatch.de//profile/ivo-teichmann"
"Dirk Kienscherf"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/dirk-kienscherf"
"Jens Zimmermann"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-zimmermann"
"Mario Czaja"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/mario-czaja"
"Daniel Föst"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/daniel-foest"
"Nadja Sthamer"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/nadja-sthamer"
"Anke Hennig"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/anke-hennig"
"Matthias W. Birkwald"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/matthias-w-birkwald"
"Sabine Grützmacher"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/sabine-gruetzmacher"
"Olav Gutting"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/olav-gutting"
"Jürgen Lenders"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-lenders"
"Thekla Walker"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thekla-walker"
"Christina Baum"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/christina-baum"
"Frank Schwabe"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/frank-schwabe"
"Beate Müller-Gemmeke"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/beate-mueller-gemmeke"
"Petra Sitte"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/petra-sitte"
"Alexander Müller"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/alexander-mueller"
"Jens Brandenburg"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-brandenburg"
"Wiebke Esdar"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/wiebke-esdar"
"Manuela Ripa"," ÖDP","EU-Parlament","https://www.abgeordnetenwatch.de//profile/manuela-ripa"
"Heike Sudmann"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/heike-sudmann"
"Norbert Lins"," CDU","EU-Parlament","https://www.abgeordnetenwatch.de//profile/norbert-lins"
"Dominik Lorenzen"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/dominik-lorenzen"
"Thekla Walker"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thekla-walker"
"Christina Baum"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/christina-baum"
"Anna Christmann"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/anna-christmann"
"Jens Lehmann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-lehmann"
"Lena Zagst"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/lena-zagst"
"Serap Güler"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/serap-gueler"
"Armin Grau"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/armin-grau"
"Josef Oster"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/josef-oster"
"Ralph Lenkert"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/ralph-lenkert"
"Tina Fischer"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/tina-fischer"
"Lennard Oehl"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/lennard-oehl"
"Mareike Engels"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/mareike-engels"
"Stephan Mayer"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/stephan-mayer"
"Marie Schäffer"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/marie-schaeffer"
"Dirk Panter"," SPD","Sachsen","https://www.abgeordnetenwatch.de//profile/dirk-panter"
"Artur Auernhammer"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/artur-auernhammer"
"Christian Jung"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/christian-jung"
"Sarah Ryglewski"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/sarah-ryglewski"
"Nicolas Zippelius"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/nicolas-zippelius"
"Torsten Herbst"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/torsten-herbst"
"Martina Renner"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/martina-renner"
"Carsten Müller"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/carsten-mueller"
"Rüdiger Lucassen"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/ruediger-lucassen"
"Holger Becker"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/holger-becker"
"Holger Mann"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/holger-mann"
"Stefan Schwartze"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/stefan-schwartze"
"Sabine Poschmann"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/sabine-poschmann"
"Philipp Hartewig"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/philipp-hartewig"
"Helmut Scholz"," DIE LINKE","EU-Parlament","https://www.abgeordnetenwatch.de//profile/helmut-scholz"
"Klaus-Peter Willsch"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/klaus-peter-willsch"
"André Hahn"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/andre-hahn"
"Annette Widmann-Mauz"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/annette-widmann-mauz"
"Frank Schmitt"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/frank-schmitt"
"Josephine Ortleb"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/josephine-ortleb"
"Stefan Rouenhoff"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/stefan-rouenhoff"
"Michael Brand"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-brand"
"Norbert Knopf"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/norbert-knopf"
"Elisabeth Kaiser"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/elisabeth-kaiser"
"Max Mordhorst"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/max-mordhorst"
"Ulrike Müller"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/ulrike-mueller-0"
"Silke Launert"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/silke-launert"
"Cem Berk"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/cem-berk"
"Carsten Müller"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/carsten-mueller"
"Rüdiger Lucassen"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/ruediger-lucassen"
"Katrin Uhlig"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/katrin-uhlig"
"Joachim Herrmann"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/joachim-herrmann"
"Bernhard Zimniok"," AfD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/bernhard-zimniok"
"Ann-Veruschka Jurisch"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/ann-veruschka-jurisch"
"Tilman Kuban"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/tilman-kuban"
"Thomas Hitschler"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/thomas-hitschler"
"Gabriele Dobusch"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/gabriele-dobusch"
"Jens Teutrine"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-teutrine"
"Derya Türk-Nachbaur"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/derya-tuerk-nachbaur"
"Juliane Nagel"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/juliane-nagel"
"Gabriele Dobusch"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/gabriele-dobusch"
"Derya Türk-Nachbaur"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/derya-tuerk-nachbaur"
"Juliane Nagel"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/juliane-nagel"
"Engin Eroglu"," FREIE WÄHLER","EU-Parlament","https://www.abgeordnetenwatch.de//profile/engin-eroglu"
"Manuel Hagel"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/manuel-hagel"
"Birgit Stöver"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/birgit-stoever"
"Ruppert Stüwe"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/ruppert-stuewe"
"Alexander Ulrich"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/alexander-ulrich"
"Sandro Kappe"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/sandro-kappe"
"Ottilie Klein"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/ottilie-klein"
"Thomas Dietz"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/thomas-dietz"
"Christian Petry"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-petry"
"Benjamin Strasser"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/benjamin-strasser"
"Ulrike Schielke-Ziesing"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/ulrike-schielke-ziesing"
"Jessica Tatti"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/jessica-tatti"
"Alexander Throm"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/alexander-throm"
"Florian Hahn"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/florian-hahn"
"Sepp Müller"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/sepp-mueller"
"Tina Rudolph"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/tina-rudolph"
"Benjamin Raschke"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/benjamin-raschke"
"Benjamin Raschke"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/benjamin-raschke"
"Kay Gottschalk"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/kay-gottschalk"
"Moritz Körner"," FDP","EU-Parlament","https://www.abgeordnetenwatch.de//profile/moritz-koerner"
"Oliver Grundmann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/oliver-grundmann"
"Monika Grütters"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/monika-gruetters"
"Johannes Huber"," parteilos","Bundestag","https://www.abgeordnetenwatch.de//profile/johannes-huber"
"Hannah Neumann"," Bündnis 90/Die Grünen","EU-Parlament","https://www.abgeordnetenwatch.de//profile/hannah-neumann"
"Angelika Glöckner"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/angelika-gloeckner"
"Frank Ullrich"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/frank-ullrich"
"Ulrike Sparr"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/ulrike-sparr"
"Steffen Kotré"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/steffen-kotre"
"Leon Eckert"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/leon-eckert"
"Ekin Deligöz"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/ekin-deligoez"
"Jonas Hoffmann"," SPD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/jonas-hoffmann"
"Sandra Detzer"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/sandra-detzer"
"Uwe Schulz"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/uwe-schulz-0"
"Mariana Harder-Kühnel"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/mariana-harder-kuehnel"
"Stephan Stracke"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/stephan-stracke"
"Pascal Kober"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/pascal-kober"
"Gunther Krichbaum"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/gunther-krichbaum"
"Fritz Güntzler"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/fritz-guentzler"
"Marcus Faber"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/marcus-faber"
"Johannes Wagner"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/johannes-wagner"
"Pascal Kober"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/pascal-kober"
"Sahra Damus"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/sahra-damus"
"Gunther Krichbaum"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/gunther-krichbaum"
"Susanne Menge"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/susanne-menge"
"Thomas Lutze"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/thomas-lutze"
"Hans-Jürgen Thies"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/hans-juergen-thies"
"Karoline Otte"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/karoline-otte"
"Bettina Lugk"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/bettina-lugk"
"Nicole Gohlke"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/nicole-gohlke"
"Sandra Weeser"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/sandra-weeser"
"Anna Lührmann"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/anna-luehrmann"
"Christine Schneider"," CDU","EU-Parlament","https://www.abgeordnetenwatch.de//profile/christine-schneider"
"Steffen Bilger"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/steffen-bilger"
"Terry Reintke"," Bündnis 90/Die Grünen","EU-Parlament","https://www.abgeordnetenwatch.de//profile/terry-reintke"
"Corinna Rüffer"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/corinna-rueffer"
"Knut Abraham"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/knut-abraham"
"Anja Weisgerber"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/anja-weisgerber"
"Caren Lay"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/caren-lay"
"Ye-One Rhie"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/ye-one-rhie"
"René Springer"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/rene-springer"
"Felix Döring"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/felix-doering"
"Sara Nanni"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/sara-nanni"
"Martin Plum"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/martin-plum"
"Uwe Schmidt"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/uwe-schmidt-1"
"Julian Pahlke"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/julian-pahlke"
"Günter Krings"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/guenter-krings"
"Dennis Sonne"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/dennis-sonne"
"Stefan Wenzel"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/stefan-wenzel"
"Helmut Kleebank"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/helmut-kleebank"
"Anke Domscheit-Berg"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/anke-domscheit-berg"
"Hanka Kliese"," SPD","Sachsen","https://www.abgeordnetenwatch.de//profile/hanka-kliese"
"Dagmar Wiedemann"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/dagmar-wiedemann"
"Sebastian Münzenmaier"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/sebastian-muenzenmaier"
"Karsten Klein"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/karsten-klein"
"Andreas Lenz"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/andreas-lenz"
"Frank Müller-Rosentritt"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/frank-mueller-rosentritt"
"Jasmina Hostert"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/jasmina-hostert"
