Name;Party;Parliament;Profile
Marion Schneid; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/marion-schneid/fragen-antworten?page=0
Dietmar Friedhoff; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/dietmar-friedhoff/fragen-antworten?page=0
Lana Horstmann; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/lana-horstmann/fragen-antworten?page=0
Tuba Bozkurt; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/tuba-bozkurt/fragen-antworten?page=0
Steffi Pulz-Debler; DIE LINKE;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/steffi-pulz-debler/fragen-antworten?page=0
Gudula Achterberg; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/gudula-achterberg/fragen-antworten?page=0
Werner Stieglitz; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/werner-stieglitz/fragen-antworten?page=0
Kerstin Nicolaus; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/kerstin-nicolaus/fragen-antworten?page=0
Martin Haller; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/martin-haller/fragen-antworten?page=0
Dagmar Kaselitz; SPD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/dagmar-kaselitz/fragen-antworten?page=0
Karl Straub; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/karl-straub/fragen-antworten?page=0
Ulrike Scharf; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/ulrike-scharf/fragen-antworten?page=0
Sebastian Zinke; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/sebastian-zinke/fragen-antworten?page=0
Eva Lettenbauer; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/eva-lettenbauer/fragen-antworten?page=0
Ines Claus; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/ines-claus/fragen-antworten?page=0
Kerstin Godenrath; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/kerstin-godenrath/fragen-antworten?page=0
Lars Hünich; AfD;Brandenburg;https://www.abgeordnetenwatch.de//profile/lars-huenich/fragen-antworten?page=0
Torsten Czuppon; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/torsten-czuppon/fragen-antworten?page=0
Ute Bergner; Bürger für Thüringen;Thüringen;https://www.abgeordnetenwatch.de//profile/ute-bergner/fragen-antworten?page=0
Katja Maurer; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/katja-maurer/fragen-antworten?page=0
Sebastian Schmitt; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/sebastian-schmitt/fragen-antworten?page=0
Swantje Sperling; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/swantje-sperling/fragen-antworten?page=0
Klaus Ranger; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/klaus-ranger/fragen-antworten?page=0
Stefan Ruland; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/stefan-ruland/fragen-antworten?page=0
Sandra Quinten; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/sandra-quinten/fragen-antworten?page=0
Detlef Ehlebracht; parteilos;Hamburg;https://www.abgeordnetenwatch.de//profile/detlef-ehlebracht/fragen-antworten?page=0
Sülmez Çolak; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/suelmez-colak/fragen-antworten?page=0
Miguel Klauß; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/miguel-klauss/fragen-antworten?page=0
Jaqueline Rauschkolb; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/jaqueline-rauschkolb/fragen-antworten?page=0
Dorothea Frederking; Bündnis 90/Die Grünen;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/dorothea-frederking/fragen-antworten?page=0
Tino Schopf; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/tino-schopf/fragen-antworten?page=0
Eva von Angern; DIE LINKE;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/eva-von-angern/fragen-antworten?page=0
Christina Osei; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/christina-osei/fragen-antworten?page=0
Frank Börner; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/frank-boerner/fragen-antworten?page=0
Ina Scharrenbach; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/ina-scharrenbach/fragen-antworten?page=0
Kai Dolgner; SPD;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/kai-dolgner/fragen-antworten?page=0
Wolfgang Hauber; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/wolfgang-hauber/fragen-antworten?page=0
Ario Ebrahimpour Mirzaie; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/ario-ebrahimpour-mirzaie/fragen-antworten?page=0
Sophia Schiebe; SPD;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/sophia-schiebe/fragen-antworten?page=0
Zacharias Schalley; AfD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/zacharias-schalley/fragen-antworten?page=0
Matthias Eggers; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/matthias-eggers/fragen-antworten?page=0
Luise Neuhaus-Wartenberg; DIE LINKE;Sachsen;https://www.abgeordnetenwatch.de//profile/luise-neuhaus-wartenberg/fragen-antworten?page=0
David Erkalp; CDU;Hamburg;https://www.abgeordnetenwatch.de//profile/david-erkalp/fragen-antworten?page=0
Bernd Gögel; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/bernd-goegel/fragen-antworten?page=0
Nicole Razavi; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/nicole-razavi/fragen-antworten?page=0
Elke Breitenbach; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/elke-breitenbach/fragen-antworten?page=0
Nils Saemann; SPD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/nils-saemann/fragen-antworten?page=0
Enrico Komning; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/enrico-komning/fragen-antworten?page=0
Christina Schulze Föcking; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/christina-schulze-foecking/fragen-antworten?page=0
Lisa-Kristin Kapteinat; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/lisa-kristin-kapteinat/fragen-antworten?page=0
Sybilla Nitsch; SSW;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/sybilla-nitsch/fragen-antworten?page=0
Martin Matz; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/martin-matz/fragen-antworten?page=0
Falko Grube; SPD;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/falko-grube/fragen-antworten?page=0
Lars Rieger; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/lars-rieger/fragen-antworten?page=0
Malte Krüger; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/malte-krueger/fragen-antworten?page=0
Martin Lucke; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/martin-lucke-0/fragen-antworten?page=0
David Maaß; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/david-maass/fragen-antworten?page=0
Meltem Sağiroğlu; Bürger in Wut;Bremen;https://www.abgeordnetenwatch.de//profile/meltem-sagiroglu/fragen-antworten?page=0
Andrea Behr; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/andrea-behr/fragen-antworten?page=0
Laura Weber; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/laura-weber/fragen-antworten?page=0
Geert Mackenroth; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/geert-mackenroth/fragen-antworten?page=0
Stefan Naas; FDP;Hessen;https://www.abgeordnetenwatch.de//profile/stefan-naas/fragen-antworten?page=0
Tobias Keller; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/tobias-keller/fragen-antworten?page=0
Susan Leithoff; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/susan-leithoff/fragen-antworten?page=0
Nicole Anger; DIE LINKE;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/nicole-anger/fragen-antworten?page=0
Wiebke Neumann; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/wiebke-neumann-0/fragen-antworten?page=0
Lena Nzume; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/lena-nzume/fragen-antworten?page=0
Daniel Artmann; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/daniel-artmann/fragen-antworten?page=0
Gordon Hoffmann; CDU;Brandenburg;https://www.abgeordnetenwatch.de//profile/gordon-hoffmann/fragen-antworten?page=0
Michael Kretschmer; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/michael-kretschmer/fragen-antworten?page=0
Barbara Saebel; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/barbara-saebel/fragen-antworten?page=0
Sascha Binder; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/sascha-binder/fragen-antworten?page=0
Niko Reith; FDP;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/niko-reith/fragen-antworten?page=0
Sarah Philipp; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/sarah-philipp/fragen-antworten?page=0
Ralf Nolten; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/ralf-nolten/fragen-antworten?page=0
Christoph Plett; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/christoph-plett/fragen-antworten?page=0
Markus Brinkmann; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/markus-brinkmann/fragen-antworten?page=0
Oliver Lottke; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/oliver-lottke/fragen-antworten?page=0
Helmut Martin; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/helmut-martin/fragen-antworten?page=0
Lars Rieger; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/lars-rieger/fragen-antworten?page=0
Malte Krüger; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/malte-krueger/fragen-antworten?page=0
Robert Lambrou; AfD;Hessen;https://www.abgeordnetenwatch.de//profile/robert-lambrou/fragen-antworten?page=0
Reinhold Hilbers; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/reinhold-hilbers/fragen-antworten?page=0
Anja Wagner-Scheid; CDU;Saarland;https://www.abgeordnetenwatch.de//profile/anja-wagner-scheid/fragen-antworten?page=0
Alexander Wiesner; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/alexander-wiesner/fragen-antworten?page=0
Jörg Mehldau; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/joerg-mehldau/fragen-antworten?page=0
Andreas Sturm; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/andreas-sturm/fragen-antworten?page=0
Kristine Lütke; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/kristine-luetke/fragen-antworten?page=0
Marlon Bröhr; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/marlon-broehr/fragen-antworten?page=0
Sandra Khalatbari; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/sandra-khalatbari/fragen-antworten?page=0
Christine Klingohr; SPD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/christine-klingohr/fragen-antworten?page=0
Alexander Baer; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/alexander-baer/fragen-antworten?page=0
Meral Thoms; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/meral-thoms/fragen-antworten?page=0
Christoph Willeke; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/christoph-willeke/fragen-antworten?page=0
Sascha Schnürer; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/sascha-schnuerer/fragen-antworten?page=0
Julia Post; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/julia-post/fragen-antworten?page=0
Gerhard Liebscher; Bündnis 90/Die Grünen;Sachsen;https://www.abgeordnetenwatch.de//profile/gerhard-liebscher/fragen-antworten?page=0
Jens Guth; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/jens-guth/fragen-antworten?page=0
Jürgen Berghahn; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/juergen-berghahn/fragen-antworten?page=0
Marc Lürbke; FDP;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/marc-luerbke/fragen-antworten?page=0
Anette Röttger; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/anette-roettger/fragen-antworten?page=0
Philipp Raulfs; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/philipp-raulfs/fragen-antworten?page=0
Andreas Krahl; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/andreas-krahl/fragen-antworten?page=0
Heiko Scholz; AfD;Hessen;https://www.abgeordnetenwatch.de//profile/heiko-scholz/fragen-antworten?page=0
Rainer Rothfuß; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/rainer-rothfuss/fragen-antworten?page=0
Götz Wiese; CDU;Hamburg;https://www.abgeordnetenwatch.de//profile/goetz-wiese/fragen-antworten?page=0
Charlotte Stoffel; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/charlotte-stoffel/fragen-antworten?page=0
Joachim Steyer; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/joachim-steyer/fragen-antworten?page=0
Catrin Wahlen; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/catrin-wahlen/fragen-antworten?page=0
Werner Graf; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/werner-graf/fragen-antworten?page=0
Martin Balasus; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/martin-balasus/fragen-antworten?page=0
Brian Baatzsch; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/brian-baatzsch/fragen-antworten?page=0
Sandra Weegels; AfD;Hessen;https://www.abgeordnetenwatch.de//profile/sandra-weegels/fragen-antworten?page=0
Dennis Klecker; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/dennis-klecker/fragen-antworten?page=0
Petr Bystron; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/petr-bystron/fragen-antworten?page=0
Roswitha Schier; CDU;Brandenburg;https://www.abgeordnetenwatch.de//profile/roswitha-schier/fragen-antworten?page=0
Cordula Eger; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/cordula-eger/fragen-antworten?page=0
Arno Gottschalk; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/arno-gottschalk/fragen-antworten?page=0
Kerstin Radomski; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/kerstin-radomski/fragen-antworten?page=0
Hans Dieter Scheerer; FDP;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/hans-dieter-scheerer/fragen-antworten?page=0
Christoph Willeke; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/christoph-willeke/fragen-antworten?page=0
Sascha Schnürer; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/sascha-schnuerer/fragen-antworten?page=0
Julia Post; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/julia-post/fragen-antworten?page=0
Alexander Dierks; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/alexander-dierks/fragen-antworten?page=0
Raymond Walk; CDU;Thüringen;https://www.abgeordnetenwatch.de//profile/raymond-walk/fragen-antworten?page=0
Torsten Wolf; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/torsten-wolf/fragen-antworten?page=0
Dorothee Bär; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/dorothee-baer/fragen-antworten?page=0
Raimund Haser; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/raimund-haser/fragen-antworten?page=0
Nicole Hoffmeister-Kraut; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/nicole-hoffmeister-kraut/fragen-antworten?page=0
Elke-Annette Schmidt; DIE LINKE;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/elke-annette-schmidt/fragen-antworten?page=0
Peter Lehnert; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/peter-lehnert/fragen-antworten?page=0
Robert Lambrou; AfD;Hessen;https://www.abgeordnetenwatch.de//profile/robert-lambrou/fragen-antworten?page=0
Reinhold Hilbers; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/reinhold-hilbers/fragen-antworten?page=0
Anja Wagner-Scheid; CDU;Saarland;https://www.abgeordnetenwatch.de//profile/anja-wagner-scheid/fragen-antworten?page=0
Alexander Wiesner; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/alexander-wiesner/fragen-antworten?page=0
Mirjam Golm; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/mirjam-golm/fragen-antworten?page=0
Dirk Kock-Rohwer; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/dirk-kock-rohwer/fragen-antworten?page=0
Gerhard Liebscher; Bündnis 90/Die Grünen;Sachsen;https://www.abgeordnetenwatch.de//profile/gerhard-liebscher/fragen-antworten?page=0
Jens Guth; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/jens-guth/fragen-antworten?page=0
Jürgen Berghahn; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/juergen-berghahn/fragen-antworten?page=0
Sebastian Gemkow; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/sebastian-gemkow/fragen-antworten?page=0
Gönül Eğlence; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/goenuel-eglence/fragen-antworten?page=0
Petra Krebs; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/petra-krebs/fragen-antworten?page=0
Michael Wäschenbach; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/michael-waeschenbach/fragen-antworten?page=0
Frank Müller; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/frank-mueller/fragen-antworten?page=0
Bernhard Seidenath; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/bernhard-seidenath/fragen-antworten?page=0
Günter Rudolph; SPD;Hessen;https://www.abgeordnetenwatch.de//profile/guenter-rudolph/fragen-antworten?page=0
Birgit Pommer; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/birgit-pommer/fragen-antworten?page=0
Christian Hierneis; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/christian-hierneis/fragen-antworten?page=0
Anna Köbberling; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/anna-koebberling/fragen-antworten?page=0
Annette Schütze; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/annette-schuetze/fragen-antworten?page=0
Holger Dremel; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/holger-dremel/fragen-antworten?page=0
Dirk Bamberger; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/dirk-bamberger/fragen-antworten?page=0
Frank Peschel; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/frank-peschel/fragen-antworten?page=0
Daniela Oeynhausen; AfD;Brandenburg;https://www.abgeordnetenwatch.de//profile/daniela-oeynhausen/fragen-antworten?page=0
Adrian Hector; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/adrian-hector/fragen-antworten?page=0
Swantje Sperling; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/swantje-sperling/fragen-antworten?page=0
Klaus Ranger; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/klaus-ranger/fragen-antworten?page=0
Stefan Ruland; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/stefan-ruland/fragen-antworten?page=0
Sandra Quinten; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/sandra-quinten/fragen-antworten?page=0
Volker Emde; CDU;Thüringen;https://www.abgeordnetenwatch.de//profile/volker-emde/fragen-antworten?page=0
Martin Grath; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/martin-grath/fragen-antworten?page=0
Barbara Richstein; CDU;Brandenburg;https://www.abgeordnetenwatch.de//profile/barbara-richstein/fragen-antworten?page=0
Thomas Huber; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/thomas-huber/fragen-antworten?page=0
Mathias Wagner; Bündnis 90/Die Grünen;Hessen;https://www.abgeordnetenwatch.de//profile/mathias-wagner/fragen-antworten?page=0
Marcus Bosse; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/marcus-bosse/fragen-antworten?page=0
Christopher Vogt; FDP;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/christopher-vogt/fragen-antworten?page=0
Ulrich Lupart; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/ulrich-lupart/fragen-antworten?page=0
Hans-Thomas Tillschneider; AfD;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/hans-thomas-tillschneider/fragen-antworten?page=0
Thomas Prantl; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/thomas-prantl/fragen-antworten?page=0
Matthias Stefke; BVB - Freie Wähler;Brandenburg;https://www.abgeordnetenwatch.de//profile/matthias-stefke/fragen-antworten?page=0
Thomas Gottweiss; CDU;Thüringen;https://www.abgeordnetenwatch.de//profile/thomas-gottweiss/fragen-antworten?page=0
Christian Gehring; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/christian-gehring/fragen-antworten?page=0
Sandra Quinten; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/sandra-quinten/fragen-antworten?page=0
Gönül Eğlence; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/goenuel-eglence/fragen-antworten?page=0
Petra Krebs; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/petra-krebs/fragen-antworten?page=0
Michael Wäschenbach; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/michael-waeschenbach/fragen-antworten?page=0
Frank Müller; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/frank-mueller/fragen-antworten?page=0
Bernhard Seidenath; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/bernhard-seidenath/fragen-antworten?page=0
Günter Rudolph; SPD;Hessen;https://www.abgeordnetenwatch.de//profile/guenter-rudolph/fragen-antworten?page=0
Christof Reichert; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/christof-reichert/fragen-antworten?page=0
Peter Seimer; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/peter-seimer/fragen-antworten?page=0
Tamara Müller; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/tamara-mueller/fragen-antworten?page=0
Thorsten Rudolph; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/thorsten-rudolph/fragen-antworten?page=0
Hermann Junghans; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/hermann-junghans/fragen-antworten?page=0
Cornelia Schmachtenberg; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/cornelia-schmachtenberg/fragen-antworten?page=0
Christian Frölich; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/christian-froelich/fragen-antworten?page=0
Anke Schwarzenberg; DIE LINKE;Brandenburg;https://www.abgeordnetenwatch.de//profile/anke-schwarzenberg/fragen-antworten?page=0
Andreas Kalbitz; parteilos;Brandenburg;https://www.abgeordnetenwatch.de//profile/andreas-kalbitz/fragen-antworten?page=0
Martin Rivoir; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/martin-rivoir/fragen-antworten?page=0
Ellen Demuth; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/ellen-demuth/fragen-antworten?page=0
Thomas Wansch; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/thomas-wansch/fragen-antworten?page=0
Jörn König; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/joern-koenig/fragen-antworten?page=0
Torsten Renz; CDU;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/torsten-renz/fragen-antworten?page=0
Stefan Gebhardt; DIE LINKE;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/stefan-gebhardt/fragen-antworten?page=0
Dietmar Brockes; FDP;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/dietmar-brockes/fragen-antworten?page=0
Tobias Beck; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/tobias-beck-0/fragen-antworten?page=0
Silvia Breher; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/silvia-breher/fragen-antworten?page=0
Thomas Hentschel; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/thomas-hentschel/fragen-antworten?page=0
Jörn Schepelmann; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/joern-schepelmann/fragen-antworten?page=0
Anton Schuberl; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/anton-schuberl/fragen-antworten?page=0
Katja Poschmann; SPD;Brandenburg;https://www.abgeordnetenwatch.de//profile/katja-poschmann/fragen-antworten?page=0
Rudi Fischer; FDP;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/rudi-fischer/fragen-antworten?page=0
Sascha Haas; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/sascha-haas/fragen-antworten?page=0
Bina Braun; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/bina-braun/fragen-antworten?page=0
Jan Henner Putzier; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/jan-henner-putzier/fragen-antworten?page=0
Andreas Kaufmann; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/andreas-kaufmann/fragen-antworten?page=0
Thorsten Lieb; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/thorsten-lieb/fragen-antworten?page=0
Carsten Preuß; DIE LINKE;Brandenburg;https://www.abgeordnetenwatch.de//profile/carsten-preuss/fragen-antworten?page=0
Norbert Otto Mayer; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/norbert-otto-mayer/fragen-antworten?page=0
Jörg Henke; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/joerg-henke/fragen-antworten?page=0
Valentina Tuchel; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/valentina-tuchel/fragen-antworten?page=0
Norbert Röttgen; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/norbert-roettgen/fragen-antworten?page=0
Bettina Hornhues; CDU;Bremen;https://www.abgeordnetenwatch.de//profile/bettina-hornhues/fragen-antworten?page=0
Ralph Brinkhaus; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/ralph-brinkhaus/fragen-antworten?page=0
Carola Wolle; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/carola-wolle/fragen-antworten?page=0
Martin Brandl; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/martin-brandl/fragen-antworten?page=0
